"MOVIEID","IMDBID","TITLE","GENRES","TITLETYPE","STARTYEAR","RELEASE_DATE_TXT","RUNTIME","PRODUCTION_COMPANIES","POPULARITY","ORIGINAL_LANGUAGE","RUNTIMEMINUTES","DIRECTOR_NAME","DIRECTOR_GENDER","ACTOR1_NAME","ACTOR1_GENDER","ACTOR2_NAME","ACTOR2_GENDER","AVERAGERATING","NUMVOTES","BUDGET","REVENUE","VOTE_COUNT","VOTE_AVERAGE","ML_RCOUNT","ML_RATING"
122100,"0048593","The Sea Chase","Action|Drama|War","movie",1955,"04/06/1955",117,"Warner Bros.",0.215417,"en","117","John Farrow",2,"John Wayne",2,"Lana Turner",1,6.5,2666,0,0,12,5.6,8,3.5
5925,"0083629","The Beast Within","Horror","movie",1982,"01/01/1982",98,"Katzka",1.004044,"en","98","Philippe Mora",0,"Ronny Cox",2,"Bibi Besch",1,5.6,3266,0,0,21,5.3,61,2.33606557377049180327868852459016393443
2814,"0052602","The Bat","Horror","movie",1959,"09/08/1959",80,"Liberty Pictures",0.230385,"en","80","Crane Wilbur",2,"Vincent Price",2,"Agnes Moorehead",1,6.1,3990,0,0,15,6.1,102,2.59803921568627450980392156862745098039
139715,"3779300","War Pigs","Action|War","movie",2015,"03/08/2015",92,"VMI Worldwide",0.726046,"en","91","Ryan Little",2,"Luke Goss",2,"Dolph Lundgren",2,4.2,2941,0,0,35,4.9,19,2.39473684210526315789473684210526315789
2923,"0076123","Citizen's Band","Comedy","movie",1977,"29/09/1977",98,"Paramount Pictures",0.454432,"en","98","Jonathan Demme",2,"Paul Le Mat",2,"Candy Clark",1,6.5,647,0,0,5,4.4,127,3.38582677165354330708661417322834645669
166465,"0098465","Thelonious Monk: Straight, No Chaser","Documentary","movie",1988,"01/01/1988",90,"none",0.000092,"en","90","Charlotte Zwerin",1,"none",0,"none",0,7.6,959,0,0,2,7.5,6,3.75
36630,"0119565","L.A. Without a Map","Comedy|Drama|Romance","movie",1998,"11/09/1998",107,"Dan Films",0.22313,"en","107","Mika Kaurismäki",2,"David Tennant",2,"Julie Delpy",1,6.2,2027,0,0,11,6,17,3.44117647058823529411764705882352941176
102483,"0978649","Bliss","Drama","movie",2007,"16/03/2007",105,"ANS Production",0.109252,"en","105","Abdullah Oguz",0,"Özgü Namal",0,"Talat Bulut",0,7.5,7281,0,0,13,7.3,19,3.57894736842105263157894736842105263158
69419,"0056961","The Crawling Hand","Horror|Sci-Fi","movie",1963,"04/09/1963",89,"Joseph F. Robertson Productions",0.000845,"en","89","Herbert L. Strock",2,"Peter Breck",2,"Kent Taylor",0,3,1491,100000,0,7,2.4,14,1.85714285714285714285714285714285714286
166609,"0105347","Seedpeople","Horror|Sci-Fi","movie",1992,"28/05/1992",87,"Full Moon Entertainment",0.411,"en","87","Peter Manoogian",2,"Sam Hennings",2,"Andrea Roth",0,4.4,795,0,0,5,4.2,5,2.3
173589,"0092587","Assault of the Killer Bimbos","Action|Comedy|Thriller","movie",1988,"06/05/1988",85,"none",0.000048,"en","85","Anita Rosenberg",0,"Elizabeth Kaitan",1,"Christina Whitaker",0,4.7,453,0,0,2,3,3,2.16666666666666666666666666666666666667
47092,"0043879","On Dangerous Ground","Crime|Drama|Film-Noir","movie",1951,"17/12/1951",82,"RKO Radio Pictures",0.443789,"en","82","Nicholas Ray",0,"Ida Lupino",1,"Robert Ryan",2,7.3,5904,0,0,18,6.5,42,3.39285714285714285714285714285714285714
52589,"0105242","The Resurrected","Horror","movie",1991,"06/10/1991",108,"Scotti Brothers Pictures (I)",0.702393,"en","108","Dan O'Bannon",2,"John Terry",2,"Jane Sibbett",1,6.3,3499,0,0,26,6.6,25,2.84
38656,"0072235","Sweet Movie","Comedy|Drama","movie",1974,"12/06/1974",99,"Maran Film",0.485042,"en","98","Dusan Makavejev",2,"Carole Laure",1,"Pierre Clémenti",2,6.2,5167,0,0,32,5.7,67,2.92537313432835820895522388059701492537
167904,"0107316","Kill Zone","Action|Thriller|War","movie",1993,"01/01/1993",81,"none",0.001842,"en","81","Cirio H. Santiago",2,"David Carradine",2,"Tony Dorsett",2,4.2,139,0,0,1,1,1,1
2958,"0133117","Naturally Native","Drama","movie",1998,"08/10/1999",107,"Red-horse Native",0.161154,"en","107","Valerie Red-Horse",0,"none",0,"Valerie Red-Horse",0,6.4,109,700000,10508,0,0,7,2.57142857142857142857142857142857142857
5880,"0283160","Extreme Ops","Action|Adventure|Crime|Thriller","movie",2002,"27/11/2002",93,"Paramount Pictures",0.426908,"en","93","Christian Duguay",2,"Devon Sawa",2,"Bridgette Wilson",0,4.5,5267,40000000,10959475,28,5,96,2.06770833333333333333333333333333333333
152129,"0076665","Satan's Cheerleaders","Horror","movie",1977,"01/06/1977",92,"none",0.323076,"en","92","Greydon Clark",2,"John Ireland",2,"Yvonne De Carlo",1,4,854,0,0,5,7.3,3,2.5
113236,"0071095","Abby","Horror","movie",1974,"25/12/1974",89,"none",0.140813,"en","89","William Girdler",2,"William Marshall",2,"Terry Carter",2,5.6,760,0,0,5,5.4,8,1.875
72856,"0040607","Moonrise","Drama|Film-Noir","movie",1948,"01/10/1948",90,"Republic Pictures",0.19174,"en","90","Frank Borzage",2,"Dane Clark",2,"Gail Russell",1,7.1,1933,0,0,9,4.8,16,2.96875
130588,"2515030","Escobar: Paradise Lost","Romance|Thriller","movie",2014,"11/10/2014",120,"Nexus Factory",2.67961,"en","120","Andrea Di Stefano",1,"Benicio del Toro",2,"Josh Hutcherson",2,6.5,20347,17000000,0,251,6.1,45,3.27777777777777777777777777777777777778
52202,"0043643","His Kind of Woman","Comedy|Crime|Drama|Film-Noir|Thriller","movie",1951,"29/08/1951",120,"RKO Radio Pictures",0.421434,"en","120","John Farrow",2,"Robert Mitchum",2,"Jane Russell",1,7.1,3718,0,0,9,6.2,22,3.27272727272727272727272727272727272727
96423,"0099524","Evil Toons","Comedy|Horror","movie",1992,"08/01/1992",90,"none",0.162774,"en","90","Fred Olen Ray",2,"David Carradine",2,"Monique Gabrielle",1,3.9,2303,140000,0,11,4.1,14,1.82142857142857142857142857142857142857
74310,"0030944","Vivacious Lady","Comedy|Romance","movie",1938,"31/08/1938",90,"RKO Radio Pictures",0.22302,"en","90","George Stevens",2,"Ginger Rogers",1,"James Stewart",2,7.3,2976,0,0,10,6.1,21,3.54761904761904761904761904761904761905
26080,"0055946","Eegah","Fantasy|Horror|Romance|Thriller","movie",1962,"08/06/1962",90,"Fairway International Pictures",0.169163,"en","92","Arch Hall Sr.",0,"Arch Hall Jr.",2,"Richard Kiel",0,2.2,5342,15000,3274,17,2.7,37,1.60810810810810810810810810810810810811
129223,"0045220","Tarzan's Savage Fury","Action|Adventure","movie",1952,"14/03/1952",81,"none",0.164389,"en","81","Cy Endfield",0,"Lex Barker",2,"Dorothy Hart",1,6,413,0,0,2,5,1,5
49035,"0047969","Daddy Long Legs","Musical|Romance","movie",1955,"05/05/1955",126,"Twentieth Century Fox Film Corporation",1.229131,"en","126","Jean Negulesco",2,"Fred Astaire",2,"Leslie Caron",0,6.7,3334,0,0,21,6.4,34,3.33823529411764705882352941176470588235
132846,"0043142","Woman on the Run","Crime|Drama|Film-Noir","movie",1950,"29/11/1950",77,"Universal Pictures",0.261447,"en","77","Norman Foster",2,"Ann Sheridan",1,"Dennis O'Keefe",2,7.3,2611,0,0,20,6.7,21,3.69047619047619047619047619047619047619
80260,"0037885","Love Letters","Drama|Mystery|Romance","movie",1945,"26/10/1945",101,"Paramount Pictures",0.088702,"en","101","William Dieterle",0,"Jennifer Jones",1,"Joseph Cotten",2,7,1379,0,0,4,3.8,7,3.5
27769,"0363579","Down to the Bone","Drama","movie",2004,"14/01/2004",104,"Down to the Bone Productions",0.445086,"en","104","Debra Granik",1,"Vera Farmiga",1,"Hugh Dillon",2,6.7,2091,0,0,11,6.5,24,3.5625
89104,"0450367","Puzzlehead","Drama|Sci-Fi","movie",2005,"21/04/2005",81,"Zero Sum Productions",0.002087,"en","81","James Bai",0,"Stephen Galaida",0,"none",0,5.6,769,500000,0,7,4.7,7,3.35714285714285714285714285714285714286
5019,"0048527","Queen Bee","Drama","movie",1955,"07/11/1955",95,"Columbia Pictures Corporation",0.840151,"en","95","Ranald MacDougall",2,"Joan Crawford",1,"Barry Sullivan",2,6.6,1687,0,0,6,5.9,21,2.78571428571428571428571428571428571429
99600,"0066053","The Man Who Haunted Himself","Drama|Fantasy|Horror|Mystery|Thriller","movie",1970,"18/02/1970",94,"Excalibur Films",0.410298,"en","94","Basil Dearden",2,"Roger Moore",2,"none",0,6.4,1946,0,0,21,6.8,7,3.07142857142857142857142857142857142857
129775,"0756618","Arc","Drama|Mystery|Thriller","movie",2006,"20/10/2006",113,"none",0.026355,"en","113","Robert Ethan Gunnerson",0,"Peter Facinelli",2,"Ann Cusack",1,5.9,423,650000,0,4,6,3,3.66666666666666666666666666666666666667
131743,"0082656","Liar's Moon","Drama","movie",1981,"01/09/1982",106,"none",0.009,"en","106","David Fisher",2,"Matt Dillon",2,"Cindy Fisher",1,5.8,490,0,0,3,4.8,2,2.75
178585,"0059282","Hot Enough for June","Comedy","movie",1964,"01/01/1964",98,"The Rank Organisation",0.161381,"en","98","Ralph Thomas",2,"Dirk Bogarde",2,"Sylva Koscina",1,6.1,692,0,0,4,6.3,4,3.125
119200,"0299215","Wheelmen","Comedy","movie",2005,"03/06/2005",93,"none",0.156953,"en","93","Dirk Hagen",0,"Lisa Arturo",1,"James Avery",2,4.3,97,0,0,0,0,2,1.25
176591,"0387467","One Love","Drama|Romance","movie",2003,"18/05/2003",100,"Blue Dolphin Film Distributors",0.134383,"en","100","Don Letts",2,"Ky-Mani Marley",2,"Cherine Anderson",0,6.4,347,0,0,3,6.2,2,4
33767,"0058153","Good Neighbor Sam","Comedy","movie",1964,"22/07/1964",130,"Columbia Pictures",0.822871,"en","130","David Swift",0,"Jack Lemmon",2,"Romy Schneider",1,6.9,2117,0,0,6,5,14,3.28571428571428571428571428571428571429
106521,"0053651","Beyond the Time Barrier","Sci-Fi","movie",1960,"08/09/1960",75,"Miller Consolidated Pictures (MCP)",0.002076,"en","75","Edgar G. Ulmer",0,"Robert Clarke",0,"Darlene Tompkins",1,5.3,1173,125000,0,6,6,5,2.8
167138,"4177822","Decommissioned","Action|Thriller","movie",2016,"29/08/2016",80,"Status Media & Entertainment",0.38963,"en","80","Timothy Woodward Jr.",0,"none",0,"Johnny Messner",2,3.5,341,1000000,0,1,4,2,3
131769,"0089997","Seven Minutes in Heaven","Comedy|Drama|Romance","movie",1985,"09/05/1985",88,"Warner Bros.",0.194607,"en","88","Linda Feferman",1,"Jennifer Connelly",1,"Byron Thames",2,6.1,1376,0,0,7,6.4,4,2.75
160199,"0048426","No Man's Woman","Crime","movie",1955,"27/10/1955",70,"Republic Pictures (I)",0.008586,"en","70","Franklin Adreon",0,"Marie Windsor",1,"John Archer",2,6.4,288,0,0,5,4.3,3,2.5
124675,"0026986","She Married Her Boss","Comedy","movie",1935,"19/09/1935",85,"Columbia Pictures",0.000174,"en","85","Gregory La Cava",2,"Claudette Colbert",1,"Melvyn Douglas",2,6.6,549,0,0,0,0,1,2
131526,"0089036","Doin' Time","Comedy","movie",1985,"19/05/1985",81,"The Ladd Company",0.0001,"en","81","George Mendeluk",2,"Muhammad Ali",2,"Jeff Altman",2,4.9,223,0,0,1,3,1,2
147224,"0110383","Lookin' Italian","Crime|Drama|Romance","movie",1994,"01/01/1994",97,"none",0.14238,"en","97","Guy Magar",0,"none",0,"Matt LeBlanc",2,5.1,235,0,0,0,0,1,3
193827,"0035485","The Murderers Are Coming","Drama|War","movie",1942,"02/01/1944",0,"none",0.0003,"en","60","Vsevolod Pudovkin",2,"none",0,"Mikhail Astangov",2,7.4,58,0,0,0,0,2,3.25
92399,"0061796","Hurry Sundown","Drama","movie",1967,"09/02/1967",146,"Otto Preminger Films",0.111517,"en","146","Otto Preminger",2,"Michael Caine",2,"Jane Fonda",1,5.8,954,0,0,5,6.4,4,3.125
116756,"0049130","Death of a Scoundrel","Crime|Drama","movie",1956,"31/10/1956",119,"Charles Martin Productions",0.126083,"en","119","Charles Martin",2,"George Sanders",2,"Yvonne De Carlo",1,6.9,765,0,0,5,5.9,2,2.75
186039,"0057401","Paranoiac","Drama|Horror|Mystery|Thriller","movie",1963,"15/05/1963",80,"Hammer Film Productions",0.160935,"en","80","Freddie Francis",2,"Janette Scott",1,"Oliver Reed",2,6.8,2293,0,0,15,6.5,6,3.33333333333333333333333333333333333333
161628,"0057473","Savage Sam","Action|Adventure|Children|Drama|Western","movie",1963,"01/06/1963",103,"none",0.008001,"en","103","Norman Tokar",2,"Brian Keith",2,"Tommy Kirk",2,6.3,888,0,0,5,6.4,1,4
103743,"0056692","Wild Gals of the Naked West","Comedy|Western","movie",1962,"09/05/1962",65,"Pad-Ram Enterprises",0.105439,"en","65","Russ Meyer",0,"Sammy Gilbert",0,"Terri Taylor",0,4.2,592,0,0,6,3.3,9,1.83333333333333333333333333333333333333
171353,"0046977","Fire Maidens of Outer Space","Sci-Fi","movie",1956,"01/07/1956",80,"Criterion Films",0.143339,"en","80","Cy Roth",2,"Anthony Dexter",0,"Susan Shaw",1,2.3,1443,0,0,7,2.2,3,2.66666666666666666666666666666666666667
125111,"0057580","The Three Stooges Go Around the World in a Daze","Comedy","movie",1963,"21/08/1963",0,"none",0.000208,"en","94","Norman Maurer",2,"Moe Howard",2,"Larry Fine",2,6.6,618,0,0,3,5.7,1,0.5
124380,"0049621","Please Murder Me","Crime|Drama","movie",1956,"01/03/1956",78,"Gross-Krasne Productions",0.140485,"en","78","Peter Godfrey",2,"Angela Lansbury",1,"Raymond Burr",2,6.5,934,0,0,6,6.8,8,2.5
90239,"0207195","Wadd: The Life & Times of John C. Holmes","Documentary","movie",1999,"09/09/1999",105,"Cassel Productions",0.003036,"en","105","Cass Paley",0,"none",0,"John Holmes",2,6.9,625,0,0,3,5.3,5,3.2
180439,"6136778","Double Date","Comedy|Horror","movie",2017,"30/06/2017",0,"none",0.104445,"en","89","Benjamin Barfoot",0,"Danny Morgan",0,"Michael Socha",2,5.9,1871,0,0,0,0,4,2.75
157532,"0066915","Chrome and Hot Leather","Action|Thriller","movie",1971,"29/09/1971",91,"American International Pictures (AIP)",0.000257,"en","91","Lee Frost",2,"William Smith",2,"Tony Young",2,5.4,395,0,0,2,5.5,1,2
129492,"0065887","Incense for the Damned","Horror","movie",1971,"11/12/1970",87,"Lucinda Films",0.003133,"en","87","Robert Hartford-Davis",2,"Patrick Macnee",2,"Edward Woodward",2,3.8,523,0,0,3,3.3,4,1.5
189753,"0096741","Deadly Games","Action|Horror|Thriller","movie",1989,"18/03/1989",87,"Garance",0.0006,"en","87","René Manzor",2,"Brigitte Fossey",1,"François-Eric Gendron",0,6.4,1000,0,0,3,6.7,6,2.58333333333333333333333333333333333333
81238,"0092285","Fat Guy Goes Nutzoid","Comedy","movie",1986,"05/09/1986",78,"none",0.214264,"en","78","John Golden",0,"Mark Alfred",0,"Joan Allen",1,2.1,267,0,0,0,0,2,3
166659,"4728946","Libera Nos","(no genres listed)","movie",2016,"06/09/2016",89,"none",0.017396,"en","94","Federica di Giacomo",0,"none",0,"none",0,6.5,208,0,0,1,6,3,3.5
183761,"0061782","The Hostage","Thriller","movie",1967,"23/10/1967",84,"Crown International Pictures",0.021744,"en","84","Russ Doughten",2,"Don Kelly",0,"Harry Dean Stanton",2,5.3,143,0,0,1,8,1,5
117626,"0050327","Don't Go Near the Water","Adventure|Comedy|Romance","movie",1957,"14/12/1957",107,"Metro-Goldwyn-Mayer (MGM)",0.04239,"en","107","Charles Walters",0,"Glenn Ford",2,"Gia Scala",1,6.3,586,0,0,2,6,2,2.75
122811,"0022054","The Last Flight","(no genres listed)","movie",1931,"29/08/1931",76,"First National Pictures",0.001121,"en","76","William Dieterle",0,"Richard Barthelmess",2,"David Manners",2,6.8,1204,0,0,3,5,2,3.75
125547,"0074979","Nine Guests for a Crime","Mystery|Thriller","movie",1977,"12/01/1977",87,"International Movies",0.14067,"en","87","Ferdinando Baldi",2,"Arthur Kennedy",0,"John Richardson",2,6.2,247,0,0,3,7.5,1,3
143307,"0070205","I Escaped from Devil's Island","Action|Adventure","movie",1973,"01/09/1973",87,"Estudios Churubusco Azteca S.A.",0.007056,"en","89","William Witney",2,"Jim Brown",2,"Christopher George",2,5.1,334,0,0,4,4.5,2,2.25
147066,"0042588","I Was a Shoplifter","Crime","movie",1950,"13/05/1950",74,"none",0.005841,"en","74","Charles Lamont",2,"Scott Brady",2,"Mona Freeman",1,6.4,187,0,0,1,5,1,3
93522,"0034577","Captain Midnight","Action|Adventure|Thriller","movie",1942,"15/02/1942",270,"none",0.032112,"en","270","James W. Horne",2,"none",0,"Dave O'Brien",0,6.9,91,0,0,0,0,3,3.16666666666666666666666666666666666667
88959,"0066078","Michael the Brave","Action|Drama","movie",1971,"01/01/1970",107,"none",0.027587,"en","203","Sergiu Nicolaescu",0,"Amza Pellea",0,"Ion Besoiu",2,8.4,5996,0,0,6,8.8,5,3.6
177543,"0074222","Blood Bath","Horror","movie",1975,"01/01/1976",86,"none",0.0001,"en","86","Joel M. Reed",0,"Harve Presnell",2,"Jack Somack",2,3.7,236,0,0,1,3,1,1.5
182355,"0057527","Station Six-Sahara","Drama","movie",1963,"19/10/1962",100,"CCC Filmkunst GmbH",0.054625,"en","101","Seth Holt",2,"Carroll Baker",1,"Peter van Eyck",2,6.4,233,0,0,2,6.3,1,3
177349,"0033404","Blondie in Society","Comedy","movie",1941,"17/07/1941",76,"none",0.029475,"en","76","Frank R. Strayer",0,"Penny Singleton",1,"Arthur Lake",0,6.9,201,0,0,3,7.7,1,2.5
86310,"0042757","The Mudlark","Drama","movie",1950,"28/11/1950",94,"Twentieth Century Fox Film Corporation",0.058008,"en","99","Jean Negulesco",2,"Irene Dunne",1,"Alec Guinness",2,7,737,0,0,3,6,1,3
98306,"0029571","The Singing Marine","Comedy|Musical|Romance","movie",1937,"03/07/1937",105,"Warner Bros.",0.279051,"en","105","Ray Enright",2,"Dick Powell",2,"Doris Weston",1,5.9,185,0,0,0,0,2,2.75
113981,"0035681","Blazing Guns","Adventure|Western","movie",1943,"08/10/1943",54,"Monogram Pictures",0.00238,"en","54","Robert Emmett Tansey",0,"none",0,"Ken Maynard",0,6.7,78,0,0,0,0,1,3
111653,"0079631","Nightwing","Horror","movie",1979,"22/06/1979",105,"Columbia Pictures",0.000107,"en","105","Arthur Hiller",2,"Nick Mancuso",2,"David Warner",2,5,1040,0,0,6,5.8,5,2
196723,"0055158","Husband of His Wife","Comedy","movie",1961,"03/04/1961",94,"none",0.000238,"en","94","Stanis?aw Bareja",0,"none",0,"none",0,6.7,132,0,0,0,0,1,2.5
153678,"0045847","Gunsmoke","Western","movie",1953,"01/03/1953",79,"Universal International Pictures (UI)",0.047264,"en","79","Nathan H. Juran",0,"Audie Murphy",0,"Susan Cabot",0,6.7,846,0,0,2,7,1,3.5
181551,"0164204","Point, Point, Comma...","Children|Comedy|Romance","movie",1972,"06/06/1972",84,"Mosfilm",0.007095,"en","84","Aleksandr Mitta",0,"Yuriy Nikulin",2,"Zhanna Prokhorenko",0,7.3,99,0,0,1,5,1,5
198259,"0055807","Bon Voyage!","Children|Comedy","movie",1962,"17/05/1962",130,"Walt Disney Productions",0.046184,"en","130","James Neilson",2,"Fred MacMurray",2,"Jane Wyman",1,5.8,545,0,0,1,5.5,1,2.5
148026,"0048091","Foxfire","Action|Adventure|Comedy|Drama|Romance|Western","movie",1955,"12/07/1955",87,"Universal International Pictures (UI)",0.126749,"en","92","Joseph Pevney",2,"Jane Russell",1,"Jeff Chandler",2,6.3,364,0,0,1,6,1,0.5
595,"0101414","Beauty and the Beast","Animation|Children|Fantasy|Musical|Romance|IMAX","movie",1991,"13/11/1991",84,"Walt Disney Pictures",8.141588,"en","84","Gary Trousdale",2,"Paige O'Hara",1,"Robby Benson",2,8,405132,25000000,377350553,2681,7.5,35723,3.68091985555524452033703776278588024522
44665,"0425210","Lucky Number Slevin","Crime|Drama|Mystery","movie",2006,"24/02/2006",110,"The Weinstein Company",2.870428,"en","110","Paul McGuigan",0,"Josh Hartnett",2,"Bruce Willis",2,7.7,294158,27000000,56308881,1227,7.4,8994,3.84945519235045585946186346453191016233
111,"0075314","Taxi Driver","Crime|Drama|Thriller","movie",1976,"07/02/1976",114,"Columbia Pictures Corporation",6.326819,"en","114","Martin Scorsese",2,"Robert De Niro",2,"Cybill Shepherd",1,8.3,684728,1300000,28262574,2266,8,29133,4.08347921600933649126420210757560155151
156,"0112541","Blue in the Face","Comedy|Drama","movie",1995,"15/09/1995",83,"Miramax Films",1.07735,"en","83","Wayne Wang",0,"Harvey Keitel",2,"Lou Reed",2,6.7,8782,2000000,1275000,23,6.6,1521,3.50887573964497041420118343195266272189
3949,"0180093","Requiem for a Dream","Drama","movie",2000,"27/10/2000",102,"Artisan Entertainment",1.867076,"en","102","Darren Aronofsky",2,"Ellen Burstyn",1,"Jared Leto",2,8.3,734136,4500000,7390108,2213,7.9,22066,3.99367805673887428623221245354844557237
4535,"0084296","The Man from Snowy River","Drama|Romance|Western","movie",1982,"02/03/1982",104,"Cambridge Productions",0.45116,"en","102","George T. Miller",0,"Tom Burlinson",2,"Terence Donovan",0,7.3,7611,3500000,20659423,37,6.8,1036,3.73069498069498069498069498069498069498
30825,"0290002","Meet the Fockers","Comedy","movie",2004,"22/12/2004",115,"DreamWorks SKG",2.90653,"en","115","Jay Roach",2,"Ben Stiller",2,"Teri Polo",1,6.3,245412,80000000,516642939,1267,6.1,7090,3.03758815232722143864598025387870239774
1084,"0061418","Bonnie and Clyde","Crime|Drama","movie",1967,"18/07/1967",111,"Tatira-Hiller Productions",2.329403,"en","111","Arthur Penn",2,"Warren Beatty",2,"Faye Dunaway",1,7.8,98350,2500000,50700000,342,7.6,9247,3.87287769006164161349626906023575213583
203,"0114682","To Wong Foo, Thanks for Everything! Julie Newmar","Comedy","movie",1995,"07/09/1995",105,"Universal Pictures",1.110367,"en","109","Beeban Kidron",1,"Patrick Swayze",2,"Wesley Snipes",2,6.6,27081,0,47774193,107,6.2,5060,3.14624505928853754940711462450592885375
33669,"0403508","The Sisterhood of the Traveling Pants","Adventure|Comedy|Drama","movie",2005,"01/06/2005",119,"DiNovi Pictures",1.683343,"en","119","Ken Kwapis",0,"Amber Tamblyn",1,"Alexis Bledel",1,6.5,52355,25000000,39053061,356,6.3,1434,3.31799163179916317991631799163179916318
1449,"0118111","Waiting for Guffman","Comedy","movie",1996,"31/01/1996",84,"Sony Pictures Classics",1.454932,"en","84","Christopher Guest",2,"Christopher Guest",2,"Eugene Levy",2,7.5,25556,0,0,58,7.3,5681,3.92756556944199964794930469987678225664
1212,"0041959","The Third Man","Film-Noir|Mystery|Thriller","movie",1949,"31/08/1949",104,"London Film Productions",2.554627,"en","104","Carol Reed",2,"Joseph Cotten",2,"Alida Valli",0,8.1,151917,0,596349,387,7.9,7194,4.20148735056991937725882680011120378093
1965,"0087995","Repo Man","Comedy|Sci-Fi","movie",1984,"20/02/1984",92,"Edge City",1.207375,"en","92","Alex Cox",0,"Harry Dean Stanton",2,"Emilio Estevez",2,6.9,32203,1500000,2300000,138,6.8,5870,3.59361158432708688245315161839863713799
36401,"0355295","The Brothers Grimm","Comedy|Fantasy|Horror|Thriller","movie",2005,"25/08/2005",118,"The Weinstein Company",3.200999,"en","118","Terry Gilliam",2,"Heath Ledger",2,"Matt Damon",2,5.9,113558,88000000,105316267,751,5.6,2989,2.93258614921378387420541987286717965875
1483,"0115964","Crash","Drama|Thriller","movie",1996,"17/07/1996",100,"Fine Line Features",1.722454,"en","100","David Cronenberg",2,"James Spader",2,"Deborah Kara Unger",1,6.4,49508,10000000,0,200,6.4,2687,3.08410867138072199478972832154819501303
6786,"0089424","Kiss of the Spider Woman","Drama","movie",1985,"26/07/1985",120,"HB Filmes",0.693702,"en","120","Hector Babenco",2,"William Hurt",2,"Raúl Juliá",2,7.4,13582,0,0,49,6.8,766,3.76892950391644908616187989556135770235
1956,"0081283","Ordinary People","Drama","movie",1980,"19/09/1980",124,"Paramount Pictures",1.707705,"en","124","Robert Redford",2,"Donald Sutherland",2,"Mary Tyler Moore",1,7.7,44536,6000000,0,130,7.5,4153,3.8828557669154827835299783289188538406
7001,"0077745","Invasion of the Body Snatchers","Horror|Mystery|Sci-Fi|Thriller","movie",1978,"19/12/1978",115,"United Artists",0.960853,"en","115","Philip Kaufman",2,"Donald Sutherland",2,"Brooke Adams",1,7.4,49531,3500000,24046533,209,7.2,1825,3.65506849315068493150684931506849315068
2188,"0120577","54","Drama","movie",1998,"28/08/1998",106,"Redeemable Features",1.457275,"en","93","Mark Christopher",2,"Ryan Phillippe",2,"Salma Hayek",1,5.9,30849,13000000,16757163,128,5.4,2068,2.79134429400386847195357833655705996132
1083,"0059243","The Great Race","Comedy|Musical","movie",1965,"01/07/1965",160,"Warner Bros.",0.598713,"en","160","Blake Edwards",2,"Jack Lemmon",2,"Tony Curtis",2,7.2,15413,12000000,25333333,57,7.2,1450,3.48241379310344827586206896551724137931
4562,"0096454","Without a Clue","Comedy|Mystery","movie",1988,"21/10/1988",107,"Orion Pictures",0.331846,"en","107","Thom Eberhardt",2,"Michael Caine",2,"Ben Kingsley",2,7,9056,0,0,55,6.2,346,3.49566473988439306358381502890173410405
1974,"0080761","Friday the 13th","Horror|Mystery|Thriller","movie",1980,"09/05/1980",95,"Paramount Pictures",2.740599,"en","95","Sean S. Cunningham",2,"Betsy Palmer",1,"Adrienne King",1,6.5,112696,550000,59754601,547,6.4,4128,2.91957364341085271317829457364341085271
3130,"0099165","The Bonfire of the Vanities","Comedy|Crime|Drama","movie",1990,"21/12/1990",125,"Warner Bros.",1.391786,"en","125","Brian De Palma",2,"Tom Hanks",2,"Bruce Willis",2,5.6,20906,47000000,15691192,103,5.2,1052,2.4605513307984790874524714828897338403
43836,"0383216","The Pink Panther","Adventure|Comedy|Crime","movie",2006,"18/01/2006",93,"Columbia Pictures",3.134067,"en","93","Shawn Levy",2,"Steve Martin",0,"Kevin Kline",2,5.7,78873,0,0,501,5.6,1428,2.69257703081232492997198879551820728291
2070,"0086423","Tender Mercies","Drama|Romance|Western","movie",1983,"02/04/1983",92,"Antron Media Production",0.827763,"en","92","Bruce Beresford",2,"Robert Duvall",2,"Tess Harper",1,7.4,8883,0,0,22,6.1,1628,3.9465601965601965601965601965601965602
4296,"0066011","Love Story","Drama|Romance","movie",1970,"16/12/1970",99,"Paramount Pictures",1.725792,"en","100","Arthur Hiller",2,"Ali MacGraw",0,"Ryan O'Neal",2,6.9,28783,2200000,136400000,110,6.5,973,3.18602261048304213771839671120246659815
26523,"0088117","Silent Night, Deadly Night","Horror|Thriller","movie",1984,"09/11/1984",79,"TriStar Pictures",0.492837,"en","79","Charles E. Sellier Jr.",2,"Lilyan Chauvin",1,"Gilmer McCormick",1,5.9,12877,1065000,0,63,5.6,99,2.87373737373737373737373737373737373737
2263,"0096073","The Seventh Sign","Drama|Fantasy|Thriller","movie",1988,"01/04/1988",97,"TriStar Pictures",1.448107,"en","97","Carl Schultz",2,"Demi Moore",1,"Michael Biehn",2,5.9,12713,0,0,71,5.8,1325,3.11622641509433962264150943396226415094
1785,"0099939","King of New York","Crime|Thriller","movie",1990,"18/07/1990",103,"The Rank Organisation",2.006145,"en","103","Abel Ferrara",2,"Christopher Walken",2,"David Caruso",2,7,29832,1000000,2554476,124,6.5,1265,3.4584980237154150197628458498023715415
