"","TITLE","STARTYEAR","RELEASE_DATE_TXT","RUNTIME","PRODUCTION_COMPANIES","POPULARITY","DIRECTOR_NAME","DIRECTOR_GENDER","ACTOR1_NAME","ACTOR1_GENDER","ACTOR2_NAME","ACTOR2_GENDER","AVERAGERATING","NUMVOTES","BUDGET","REVENUE","VOTE_COUNT","VOTE_AVERAGE","ML_RCOUNT","ML_RATING","REVENUElog","drama","romance","thriller","comedy","sci-fi","adventure","animation","children","imax","musical","action","mystery","crime","war","western","fantasy","horror","documentary","film-noir","NO_GENRE"
"15645","The Spanish Prisoner",1997,"08/09/1997",110,"Jean Doumanian Productions",0.529482,"David Mamet",2,"Steve Martin",0,"Campbell Scott",2,7.2,21215,16.1180957509583,13835130,66,7.2,4201,3.87348250416567,16.442721639897,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"15646","The Black Hole",1979,"18/12/1979",98,"Walt Disney Productions",0.762976,"Gary Nelson",2,"Maximilian Schell",2,"Anthony Perkins",2,6,22296,16.8112428815183,35841901,124,6,2066,2.82889641819942,17.3946282138593,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"15647","Harvey",1950,"13/10/1950",104,"Universal International Pictures (UI)",1.056458,"Henry Koster",2,"James Stewart",2,"Josephine Hull",1,7.9,51334,0,0,147,7.7,3562,3.99831555306008,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"15648","The Tall Guy",1989,"01/02/1989",92,"Virgin Vision",0.495559,"Mel Smith",2,"Jeff Goldblum",2,"Emma Thompson",1,6.2,4285,0,0,23,5.7,321,3.3613707165109,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15649","The Absent-Minded Professor",1961,"16/03/1961",96,"Walt Disney Productions",1.743777,"Robert Stevenson",2,"Fred MacMurray",2,"Nancy Olson",1,6.8,6945,0,0,39,6.7,2314,3.36776145203111,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"15650","The Treasure of the Sierra Madre",1948,"24/01/1948",126,"Warner Bros.",1.331053,"John Huston",2,"Humphrey Bogart",2,"Walter Huston",2,8.2,108722,15.1505118878545,4307000,260,7.9,5360,4.12332089552239,15.2757523962164,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"15651","She's All That",1999,"29/01/1999",95,"Miramax Films",2.346546,"Robert Iscove",2,"Freddie Prinze Jr.",2,"Rachael Leigh Cook",1,5.9,81264,16.1180957509583,103166989,385,5.6,5936,3.00513814016172,18.4518594955031,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15652","The Cutting Edge",1992,"27/03/1992",101,"Metro-Goldwyn-Mayer (MGM)",0.703261,"Paul Michael Glaser",2,"D. B. Sweeney",2,"Moira Kelly",1,6.9,18169,0,25105517,55,6.6,1457,3.36307481125601,17.0385982205781,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15653","Thir13en Ghosts",2001,"26/10/2001",91,"Columbia Pictures Corporation",2.120775,"Steve Beck",2,"Tony Shalhoub",2,"Embeth Davidtz",1,5.6,76653,0,0,406,5.3,2386,2.68880972338642,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"15654","Bedtime Stories",2008,"24/12/2008",99,"Walt Disney Pictures",2.24617,"Adam Shankman",2,"Adam Sandler",2,"Keri Russell",1,6,85490,18.1975372051382,212874442,834,5.9,1213,3.060593569662,19.1762130803847,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"15655","A Nightmare on Elm Street 3: Dream Warriors",1987,"27/02/1987",96,"New Line Cinema",1.230035,"Chuck Russell",2,"Robert Englund",2,"Patricia Arquette",1,6.6,67055,15.4249486703984,44793222,327,6.4,2633,2.77630079756931,17.617567413621,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"15656","Hollywood Homicide",2003,"09/06/2003",116,"Columbia Pictures",2.162241,"Ron Shelton",2,"Harrison Ford",2,"Josh Hartnett",2,5.3,35044,18.1329986848339,51142659,152,5,772,2.64637305699482,17.7501295405536,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"15657","Halloween",2007,"31/08/2007",109,"Dimension Films",1.222779,"Rob Zombie",2,"Malcolm McDowell",2,"Brad Dourif",2,6.1,105884,16.5235608257331,80253908,452,5.8,809,2.98640296662546,18.2007060290685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"15658","Prom Night",1980,"18/07/1980",92,"Guardian Trust Company",0.380439,"Paul Lynch",2,"Leslie Nielsen",2,"Jamie Lee Curtis",1,5.4,14413,13.8155115579638,14796236,79,6,622,2.47909967845659,16.5098834496489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"15659","Bob Roberts",1992,"04/09/1992",102,"none",0.387038,"Tim Robbins",2,"Tim Robbins",2,"Giancarlo Esposito",2,7,12854,0,0,40,6.5,3026,3.70472571050892,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15660","Splendor in the Grass",1961,"10/10/1961",124,"Warner Bros.",1.066185,"Elia Kazan",2,"Natalie Wood",1,"Warren Beatty",2,7.8,16801,0,0,45,6.9,694,3.77377521613833,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15661","Body Shots",1999,"07/10/1999",106,"New Line Cinema",0.699908,"Michael Cristofer",2,"Jerry O'Connell",2,"Amanda Peet",1,4.9,5170,0,239894,20,4.6,293,2.3839590443686,12.3879566065931,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15662","Nashville",1975,"11/06/1975",159,"Paramount Pictures",1.404634,"Robert Altman",2,"David Arkin",0,"Barbara Baxley",1,7.7,22354,14.6039683728739,0,75,7.3,2250,3.91111111111111,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"15663","I Saw What You Did",1965,"21/07/1965",82,"William Castle Productions",0.179843,"William Castle",2,"Joan Crawford",1,"John Ireland",2,6.3,2472,0,0,11,5.8,438,2.79794520547945,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15664","The Day the Earth Caught Fire",1961,"01/11/1961",98,"Pax Films",0.408767,"Val Guest",2,"Janet Munro",1,"Leo McKern",2,7.1,4350,0,0,26,7.3,149,3.44630872483221,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15665","Police Academy: Mission to Moscow",1994,"09/06/1994",83,"Warner Bros.",0.951172,"Alan Metter",2,"George Gaynes",2,"G. W. Bailey",2,3.6,30744,0,126247,164,4.1,994,1.81941649899396,11.746003505428,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"15666","Annapolis",2006,"27/01/2006",108,"Touchstone Pictures",1.594531,"Justin Lin",0,"James Franco",2,"Donnie Wahlberg",2,5.9,19941,17.0736071344473,17496992,86,5.9,262,2.95801526717557,16.6775395955581,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15667","Kiss Me, Guido",1997,"18/07/1997",86,"Capitol Films",0.227146,"Tony Vitale",2,"none",0,"Nick Scotti",0,6,1924,0,0,8,4.2,390,3.21923076923077,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15668","The Beastmaster",1982,"20/08/1982",118,"Antares Produzione Cinematografica",1.380119,"Don Coscarelli",2,"Marc Singer",2,"Tanya Roberts",1,6.2,19307,0,14056528,92,6,875,2.87542857142857,16.4585975433145,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"15669","The Enemy Below",1957,"25/12/1957",97,"Twentieth Century Fox Film Corporation",0.415362,"Dick Powell",2,"Robert Mitchum",2,"Curd Jürgens",2,7.5,9316,0,0,45,7.2,187,3.63903743315508,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"15670","Smile",1975,"01/01/1975",113,"United Artists",0.611791,"Michael Ritchie",2,"Bruce Dern",1,"Barbara Feldon",1,7,1999,0,0,7,6.9,75,3.6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15671","Messenger of Death",1988,"16/09/1988",91,"Golan-Globus",0.605846,"J. Lee Thompson",0,"Charles Bronson",2,"Trish Van Devere",1,5.6,2376,0,0,11,5.6,17,2.38235294117647,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15672","Premature Burial",1962,"07/03/1962",81,"American International Pictures (AIP)",0.569765,"Roger Corman",2,"Ray Milland",2,"Hazel Court",1,6.5,3423,0,1250000,24,5.8,36,3.08333333333333,14.0386549092782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"15673","The Emperor's New Clothes",2001,"01/01/2001",107,"none",0.010211,"Alan Taylor",2,"Ian Holm",2,"Iben Hjejle",1,6.9,2389,0,0,8,7.3,230,3.21739130434783,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15674","Vision Quest",1985,"15/02/1985",105,"The Guber-Peters Company",0.301813,"Harold Becker",2,"Matthew Modine",2,"Linda Fiorentino",1,6.6,7508,0,0,28,6.4,111,3.14864864864865,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15675","Che: Part One",2008,"05/09/2008",134,"Wild Bunch",1.154199,"Steven Soderbergh",2,"Benicio del Toro",2,"Demián Bichir",2,7.2,43205,17.2167079729598,0,190,6.8,456,3.51315789473684,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"15676","The Exterminator",1980,"10/09/1980",101,"AVCO Embassy Pictures",0.925009,"James Glickenhaus",2,"Christopher George",2,"Samantha Eggar",1,5.7,4716,0,0,34,6.1,126,2.65079365079365,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
"15677","I Know Where I'm Going!",1945,"16/11/1945",91,"The Rank Organisation",0.107783,"Emeric Pressburger",2,"Wendy Hiller",1,"Roger Livesey",2,7.5,7450,0,0,22,6.7,255,3.86078431372549,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"15678","A Cock and Bull Story",2005,"17/07/2005",94,"Revolution Films",1.241623,"Michael Winterbottom",2,"Steve Coogan",2,"Rob Brydon",2,6.7,12198,0,0,39,6.2,482,3.42323651452282,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15679","Approaching the Elephant",2014,"20/02/2015",88,"none",0.049206,"Amanda Wilder",0,"none",0,"none",0,7,226,0,0,3,7,4,3.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"15680","Captain from Castile",1947,"25/12/1947",140,"Twentieth Century Fox Film Corporation",0.07783,"Henry King",2,"Tyrone Power",2,"Jean Peters",1,6.9,1721,0,0,5,7.4,9,3.11111111111111,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15681","Third Finger, Left Hand",1940,"11/10/1940",96,"Metro-Goldwyn-Mayer (MGM)",0.071352,"Robert Z. Leonard",0,"Myrna Loy",1,"Melvyn Douglas",2,7,794,0,0,0,0,4,3.625,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15682","Making Love",1982,"12/02/1982",113,"none",0.56796,"Arthur Hiller",2,"Michael Ontkean",2,"Harry Hamlin",2,6.8,2330,0,0,8,4.6,55,2.94545454545455,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15683","I Want to Live!",1958,"18/11/1958",120,"United Artists",0.402586,"Robert Wise",2,"Susan Hayward",1,"Simon Oakland",2,7.4,5430,0,0,17,7.2,95,3.48421052631579,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"15684","Switch",1991,"10/05/1991",104,"Beco Films",0.910441,"Blake Edwards",2,"Ellen Barkin",1,"Jimmy Smits",2,5.8,8443,0,0,48,5.6,145,2.86206896551724,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"15685","The Hound of the Baskervilles",1978,"21/07/1978",85,"none",0.032557,"Paul Morrissey",0,"Dudley Moore",2,"Peter Cook",2,4.6,983,0,0,5,5.5,43,3.13953488372093,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"15686","In the Good Old Summertime",1949,"29/07/1949",102,"Metro-Goldwyn-Mayer (MGM)",0.133899,"Robert Z. Leonard",0,"Judy Garland",1,"Van Johnson",2,7.2,3225,15.039286283704,0,10,6.7,45,3.56666666666667,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"15687","Final Exam",1981,"05/06/1981",90,"Peninsula Management Productions",0.12426,"Jimmy Huston",2,"Cecile Bagdadi",0,"Joel S. Rice",2,4.7,2982,0,0,15,5.2,13,1.96153846153846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"15688","One More Time",2015,"08/04/2016",98,"Parts and Labor",1.070205,"Robert Edwards",0,"Christopher Walken",2,"Amber Heard",1,5.2,2054,0,0,14,5.8,20,2.975,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15689","Blue Steel",1934,"10/05/1934",59,"none",0.163166,"Robert N. Bradbury",2,"John Wayne",2,"Eleanor Hunt",1,5.4,1317,0,0,10,4.5,14,2.21428571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"15690","Midnight Lace",1960,"13/10/1960",110,"Arwin Productions",1.288474,"David Miller",2,"Doris Day",1,"Rex Harrison",0,6.8,4322,0,0,21,6.8,24,3.33333333333333,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"15691","Meet the Deedles",1998,"27/03/1998",93,"Walt Disney Pictures",0.657801,"Steve Boyum",2,"Paul Walker",2,"none",0,4.1,2591,16.9935644299789,4562146,16,4.3,161,1.90683229813665,15.3333039040167,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"15692","In the Soup",1992,"23/10/1992",93,"none",0.097856,"Alexandre Rockwell",2,"Steve Buscemi",2,"Seymour Cassel",2,7.1,2654,0,256249,8,5.7,54,3.30555555555556,12.4539088094348,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15693","Mikey and Nicky",1976,"21/12/1976",119,"none",0.010326,"Elaine May",1,"Peter Falk",2,"John Cassavetes",2,7.4,3068,0,0,9,6.9,75,3.49333333333333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15694","Mind Ripper",1995,"08/10/1995",94,"The Kushner-Locke Company",0.153725,"Joe Gayton",2,"Lance Henriksen",2,"Claire Stansfield",1,4,1436,15.8949522246441,0,8,3.3,4,1.875,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"15695","The Rain People",1969,"27/08/1969",101,"American Zoetrope",0.126888,"Francis Ford Coppola",2,"James Caan",2,"Shirley Knight",1,6.8,2739,0,0,7,4.9,19,2.84210526315789,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15696","Target",1995,"01/08/1995",122,"none",0.000714,"Sandip Ray",0,"none",0,"none",0,7.7,72,0,0,0,0,36,3.11111111111111,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"15697","David Copperfield",1935,"18/01/1935",130,"Metro-Goldwyn-Mayer (MGM)",0.024222,"George Cukor",0,"W.C. Fields",2,"Lionel Barrymore",2,7.4,3595,0,0,11,5.3,29,3.06896551724138,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15698","The Lickerish Quartet",1970,"13/10/1970",90,"Cinemar",0.004293,"Radley Metzger",2,"Silvana Venturelli",1,"Frank Wolff",0,6,929,0,0,9,5.1,6,2.5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15699","Mystery of the Wax Museum",1933,"18/02/1933",77,"Warner Bros.",0.640925,"Michael Curtiz",0,"Lionel Atwill",2,"Fay Wray",1,6.8,4343,0,0,24,6.3,76,3.15131578947368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"15700","Bloody Mama",1970,"24/03/1970",90,"American International Pictures (AIP)",0.458969,"Roger Corman",2,"Shelley Winters",1,"Bruce Dern",1,5.7,2825,0,0,16,5.9,40,2.725,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"15701","Between Strangers",2002,"30/08/2002",95,"MediaTrade",0.16358,"Edoardo Ponti",2,"Sophia Loren",1,"Mira Sorvino",1,6.1,965,0,0,2,7,21,2.33333333333333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15702","Babes on Broadway",1941,"31/12/1941",118,"Metro-Goldwyn-Mayer (MGM)",0.083443,"Busby Berkeley",2,"Mickey Rooney",0,"Judy Garland",1,6.7,1299,0,0,9,6.3,12,3.04166666666667,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"15703","Larceny Inc.",1942,"24/04/1942",96,"First National Pictures",0.12778,"Lloyd Bacon",2,"Edward G. Robinson",2,"Jane Wyman",1,7.3,2187,0,0,5,6.2,15,3.46666666666667,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"15704","Documenteur",1981,"02/10/1981",65,"Ciné Tamaris",0.02113,"Agnès Varda",1,"Sabine Mamou",0,"Mathieu Demy",2,7.1,458,0,0,2,6.5,4,3.25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15705","The Other Side of Midnight",1977,"08/06/1977",165,"Frank Yablans Presentations",0.097709,"Charles Jarrott",2,"Marie-France Pisier",1,"John Beck",2,6.2,1499,0,0,5,5.6,9,3.11111111111111,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15706","Craig's Wife",1936,"22/09/1936",75,"Columbia Pictures Corporation",0.048567,"Dorothy Arzner",1,"Rosalind Russell",1,"John Boles",2,7.2,790,0,0,1,7,6,3.41666666666667,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15707","The Sergeant",1968,"25/12/1968",108,"Warner Brothers/Seven Arts",0.129318,"John Flynn",2,"Rod Steiger",2,"John Phillip Law",2,6.5,505,0,0,1,6,8,2.625,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15708","Ceddo",1977,"01/06/1977",120,"Films Domireew",0.0172,"Ousmane Sembene",0,"Mamadou Dioumé",0,"Ousmane Sembene",0,6.8,726,0,0,4,8.8,13,3.61538461538462,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15709","Drive",1997,"06/08/1997",100,"Overseas FilmGroup",1.858057,"Steve Wang",0,"Mark Dacascos",2,"Kadeem Hardison",2,6.8,5146,15.0682738121739,0,24,6.8,12,3,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"15710","Blood on the Moon",1948,"09/11/1948",88,"RKO Radio Pictures",0.581718,"Robert Wise",2,"Robert Mitchum",2,"Barbara Bel Geddes",1,6.9,1900,0,88,13,5.9,12,3.70833333333333,4.48863636973214,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"15711","The Second Time Around",1961,"22/12/1961",99,"Twentieth Century Fox Film Corporation",0.012309,"Vincent Sherman",2,"Debbie Reynolds",1,"Steve Forrest",2,6.5,426,0,0,1,4,2,1.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"15712","Cat-Women of the Moon",1953,"03/09/1953",64,"Z-M Productions",0.008985,"Arthur Hilton",2,"Sonny Tufts",2,"Victor Jory",2,3.9,1404,0,0,7,3.1,26,2.46153846153846,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15713","Krakatoa, East of Java",1968,"17/03/1969",131,"American Broadcasting Company (ABC)",0.035814,"Bernard L. Kowalski",0,"Maximilian Schell",2,"Diane Baker",0,5.5,1378,0,0,5,4.6,28,2.57142857142857,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15714","The Beast of Hollow Mountain",1956,"01/08/1956",81,"Películas Rodríguez",0.158874,"Ismael Rodríguez",0,"Guy Madison",0,"Patricia Medina",1,4,1442,0,0,9,4.6,12,1.95833333333333,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"15715","Taste the Blood of Dracula",1970,"07/05/1970",95,"Hammer Film Productions",0.429323,"Peter Sasdy",2,"Christopher Lee",2,"Geoffrey Keen",2,6.4,5016,0,0,39,6,13,2.46153846153846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"15716","The Bay Boy",1984,"06/09/1984",107,"none",0.031584,"Daniel Petrie",2,"Kiefer Sutherland",2,"Liv Ullmann",1,6.2,620,0,0,5,6.1,4,3.25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15717","Dracula 3000",2004,"09/08/2004",86,"Film Afrika Worldwide",0.535637,"Darrell James Roodt",0,"Casper Van Dien",2,"Erika Eleniak",1,2.1,5838,0,0,28,2.6,6,1.33333333333333,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"15718","The One That Got Away",1957,"22/11/1957",106,"The Rank Organisation",0.15061,"Roy Ward Baker",2,"Hardy Krüger",2,"Colin Gordon",2,7.2,1733,0,0,12,7,4,3.75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"15719","Only The Brave",2006,"23/10/2006",99,"Mission From Buddha Productions",0.213863,"Lane Nishikawa",0,"Tamlyn Tomita",1,"Lane Nishikawa",0,5.3,757,0,0,3,6.2,1,3.5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"15720","Corruption",1968,"01/12/1968",91,"Oakshire Productions",0.063788,"Robert Hartford-Davis",2,"Peter Cushing",2,"Sue Lloyd",1,5.9,988,0,0,8,5.5,8,2.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"15721","Sign Painters",2014,"13/05/2014",90,"none",0.002148,"Faythe Levin",0,"none",0,"none",0,7.2,108,0,0,3,7.7,3,3.83333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"15722","The Marrying Kind",1952,"01/02/1952",92,"Columbia Pictures Corporation",0.000763,"George Cukor",0,"Judy Holliday",1,"Aldo Ray",2,7.1,1117,0,0,4,7.8,8,3.25,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15723","The Trench",1999,"17/09/1999",98,"none",1.31009,"William Boyd",2,"Daniel Craig",2,"Danny Dyer",2,6,2433,0,0,11,5.9,8,2.5625,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"15724","L'ange",1982,"25/05/1982",70,"none",0,"Patrick Bokanowski",0,"none",0,"none",0,7.3,419,0,0,3,8.3,7,3.35714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"15725","Matchless",1967,"13/08/1967",105,"Dino de Laurentiis Cinematografica",0.201792,"Alberto Lattuada",2,"Patrick O'Neal",2,"Ira von Fürstenberg",0,5.4,221,0,0,2,6,1,3,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15726","Priest of Darkness",1936,"30/04/1936",82,"Nikkatsu",0.009656,"Sadao Yamanaka",0,"Chôjûrô Kawarasaki",0,"Kan'emon Nakamura",0,7.2,337,0,0,3,7.3,4,3.375,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15727","The Troupe",1978,"08/04/1978",112,"none",0.216392,"Avi Nesher",2,"Gidi Gov",0,"Liron Nir-Gad",0,7.1,370,0,0,2,5,1,3.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15728","Dirkie - Lost in the Desert",1969,"06/11/1969",84,"none",0.007257,"Jamie Uys",2,"Wynand Uys",0,"Jamie Uys",2,6.9,363,0,0,5,4.9,1,3.5,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15729","13 West Street",1962,"23/02/1962",80,"Columbia Pictures",0.004414,"Philip Leacock",2,"Alan Ladd",2,"Rod Steiger",2,6.4,453,0,0,0,0,3,3.33333333333333,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"15730","Voodoo Island",1957,"01/02/1957",76,"Bel-Air Productions Inc.",0.021494,"Reginald Le Borg",0,"Boris Karloff",0,"Rhodes Reason",0,4.6,736,0,0,2,5.3,2,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"15731","Heatwave",1982,"12/03/1982",91,"M & L Pty Limited",0.027855,"Phillip Noyce",2,"Judy Davis",1,"Richard Moir",0,6.4,322,0,0,1,6.5,2,3.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15732","Mountaintop Motel Massacre",1983,"31/03/1986",95,"New World Pictures",0.041207,"Jim McCullough Sr.",0,"Anna Chappell",0,"Bill Thurman",2,4.5,1252,0,0,9,5.4,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"15733","Tonite Let's All Make Love in London",1967,"26/09/1967",70,"Lorrimer Films",0.021624,"Peter Whitehead",2,"Vashti Bunyan",0,"Michael Caine",2,7.3,266,0,0,2,3.8,2,3.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"15734","Viejos amigos",2014,"14/08/2014",93,"Mama Okllo Films E.I.R.L.",0.013882,"Fernando Villarán",0,"none",0,"Ricardo Blume",2,7,95,0,0,0,0,3,3.16666666666667,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15735","We're Still Here: Johnny Cash's Bitter Tears Revisited",2015,"20/11/2015",59,"none",0.148548,"Antonino D'Ambrosio",0,"none",0,"Johnny Cash",2,6.2,12,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"15736","Bloodlust!",1961,"13/09/1961",68,"cinegrafik",0.07609,"Ralph Brooke",2,"Wilton Graff",2,"June Kenney",1,3.5,2064,0,0,6,3.5,3,2.83333333333333,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"15737","The Deceased",1965,"01/01/1965",96,"none",0.007079,"Leon Hirszman",2,"none",0,"Fernanda Montenegro",1,7.4,278,0,0,4,6,3,3.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"15738","Shadow of Fear",2004,"14/09/2004",88,"none",0.367748,"Rich Cowan",0,"Matthew Davis",2,"James Spader",2,5.1,1415,0,0,2,5,1,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15739","Carnegie Hall",1947,"28/02/1947",135,"Federal Films (II)",0.081699,"Edgar G. Ulmer",0,"Marsha Hunt",0,"William Prince",2,6.5,258,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
