"MOVIEID","DRAMA","ROMANCE","THRILLER","COMEDY","SCI_FI","ADVENTURE","ANIMATION","CHILDREN","IMAX","MUSICAL","ACTION","MYSTERY","CRIME","WAR","WESTERN","FANTASY","HORROR","DOCUMENTARY","FILM_NOIR","NO_GENRE"
2243,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2248,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2290,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2321,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2342,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2352,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2395,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2398,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2596,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2626,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2697,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2750,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2890,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2997,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3035,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3060,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3071,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3079,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3097,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3108,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3129,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3163,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3167,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3210,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3307,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3310,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3317,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3358,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3359,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3363,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3410,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3446,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3462,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3481,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3504,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3521,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3526,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3543,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3547,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3548,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3559,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3685,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3925,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4029,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4175,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4183,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4184,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4186,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4191,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4280,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4357,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4428,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4523,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4555,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4641,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4642,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4646,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4793,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4849,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4979,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5013,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5060,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5097,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5103,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5339,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5377,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5380,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5461,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5508,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5577,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5617,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5622,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5673,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5685,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5792,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6581,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6650,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6711,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6753,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6779,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6837,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6867,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6881,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6978,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7086,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7129,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7199,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7334,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7460,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7579,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8183,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8190,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8232,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8254,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8270,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8302,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8366,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8464,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8529,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8690,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8784,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8943,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49200,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138100,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25764,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25795,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25830,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
25839,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25850,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25881,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25952,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26001,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
26113,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26147,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26178,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26433,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
26519,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26536,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26691,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26703,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26757,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26842,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
27884,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
30701,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
31154,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31374,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31577,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31638,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32943,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33358,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34437,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36711,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
41712,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42004,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42018,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45175,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45642,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45689,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46578,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46952,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46976,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
47619,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47714,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
48059,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
48301,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48342,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49130,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49668,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
50685,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52189,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53443,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53887,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
56651,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56671,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56941,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58578,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59302,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59858,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60641,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
62511,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64408,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68653,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69699,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71442,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73608,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73818,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74573,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78124,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78329,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78898,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
78921,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79278,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79327,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79920,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
80586,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81589,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81665,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82182,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82597,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85374,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87234,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87413,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88493,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89864,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91444,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91494,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
91727,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
94070,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95443,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96655,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96962,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97457,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98437,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98441,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
100463,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100577,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101950,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
102544,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
103829,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103920,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104920,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107281,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
107466,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107827,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
108873,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108951,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110586,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111874,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112224,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113176,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
115078,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116517,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118033,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118544,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118708,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119318,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
123779,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123872,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124075,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124328,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124440,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
124653,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124985,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125465,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125483,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129520,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132749,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133959,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
134304,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134611,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134613,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134695,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134755,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134853,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0
135222,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135314,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135524,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135715,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136898,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
137682,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138054,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138892,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139567,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139721,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139895,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141634,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141662,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149558,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149950,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150590,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151151,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155665,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155671,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156469,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
157617,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157623,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158591,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159763,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161098,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162616,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164314,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
164955,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166153,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166157,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166334,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170141,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171095,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171391,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171845,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
172005,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172357,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
173871,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174331,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175291,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176823,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177137,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
177331,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179069,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180357,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
180525,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181703,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182933,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182935,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183729,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186209,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187137,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
188047,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188631,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192577,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193795,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196551,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198027,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
198551,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198559,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200852,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202429,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203914,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204756,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
942,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
1068,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1219,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1284,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
2425,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2511,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2726,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
3364,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
3384,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
3966,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
4212,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
4969,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
5383,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
6378,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
6869,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
7482,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
7943,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
25945,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
41136,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
58904,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
61396,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
86858,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
100521,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
128437,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
